Feature,Subgroup Range,AUC >0,AUC >1,AUC >2,Spearman Corr >0,Spearman Corr >1,Spearman Corr >2,Max AUC,Max AUC,Mean AUC
LSM_C,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.597222222,0.532672224,0.615088997,-0.131779994,0.054704421,0.093780799,0.615088997,0.615088997,0.581661148
PT INR,"Others, Probable NASH",0.634057971,0.61492674,,-0.224669823,-0.18060248,,0.634057971,0.61492674,0.624492355
FIB-4_C,"Others, Probable NASH, NASH",0.657532101,0.614864865,0.500992063,-0.245751778,-0.211303569,0.000869557,0.657532101,0.614864865,0.591129677
SFI,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.634767025,0.614529281,0.572463768,0.203795553,0.180643662,0.054494719,0.634767025,0.614529281,0.607253358
DBP,"Others, Probable NASH",0.600644122,0.614468864,,0.168455912,0.179653523,,0.614468864,0.614468864,0.607556493
SMA (Area),"None, NAFL, Probable NASH, NASH",0.509108653,0.614443616,0.612359551,0.011397008,0.189226767,0.087349235,0.614443616,0.614443616,0.578637273
SFA (Area),"Others, NASH, Cirrhosis",0.607415107,0.59475032,0.614285714,0.173829544,0.15953143,0.111556956,0.614285714,0.614285714,0.605483714
VFI,"Probable NASH, NASH",0.567961165,0.614184397,0.58459596,0.044661699,0.196316648,0.077079347,0.614184397,0.614184397,0.588913841
SMA (Area),"None, NAFL, Probable NASH, NASH, Cirrhosis",0.506111111,0.599716354,0.614121511,-0.007815332,0.162455269,0.09075345,0.614121511,0.614121511,0.573316325
Age,"None, NAFL, Probable NASH",0.52,0.614074074,0.596,-0.027557822,-0.161738586,0.041417706,0.614074074,0.614074074,0.576691358
LSM,"Others, Probable NASH",0.696457327,0.614010989,,-0.329034431,-0.179048361,,0.696457327,0.614010989,0.655234158
AST,"NAFL, Probable NASH",0.950980392,0.542153996,0.613861386,-0.153246394,0.06424805,-0.054448343,0.950980392,0.613861386,0.702331925
SMI,"Probable NASH, NASH",0.555825243,0.613829787,0.556818182,0.036686395,0.195706969,0.05176971,0.613829787,0.613829787,0.575491071
Spleen_Vl_Nor_BSA,"None, NAFL, Probable NASH",0.589803922,0.613703704,0.528,-0.123698877,-0.161159852,-0.012076147,0.613703704,0.613703704,0.577169208
LSM_C,"Others, None, NAFL",0.598557692,0.613562092,0.558962264,-0.180123126,-0.0951464,-0.029075377,0.613562092,0.613562092,0.590360683
SFI,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.684761905,0.613556338,0.565270936,0.236286857,0.185002953,0.051905735,0.684761905,0.613556338,0.621196393
TG,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.653571429,0.613311815,0.547003284,0.196669427,0.184859499,0.037430273,0.653571429,0.613311815,0.604628843
eGFR,"Others, NAFL, Probable NASH",0.699929972,0.521035599,0.61328125,-0.284719444,-0.029560753,0.048299,0.699929972,0.61328125,0.611415607
Waist to Height,"Others, None, NAFL",0.620192308,0.553921569,0.613207547,0.208045269,0.04278817,0.052872372,0.620192308,0.613207547,0.595773808
LSM,"Probable NASH, NASH, Cirrhosis",0.568951613,0.575919732,0.612903226,-0.062862871,-0.131636048,0.102933356,0.612903226,0.612903226,0.585924857
Alb,"Probable NASH, NASH, Cirrhosis",0.75,0.61270903,0.502419355,0.228277559,0.195727706,-0.002209138,0.75,0.61270903,0.621709462
TG,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.609139785,0.612552508,0.549818841,0.165317129,0.177821828,0.037527603,0.612552508,0.612552508,0.590503711
BMI_C,"Others, Probable NASH, NASH, Cirrhosis",0.672624237,0.612099359,0.518874172,0.267721546,0.202752058,-0.016792921,0.672624237,0.612099359,0.601199256
Glucose,NASH,0.662280702,0.526223776,0.612028302,-0.139201956,0.0436365,-0.131045381,0.662280702,0.612028302,0.600177593
SFA (Volume),"NAFL, Probable NASH, NASH, Cirrhosis",0.734343434,0.611971831,0.566573557,0.189124849,0.187452737,0.055960567,0.734343434,0.611971831,0.637629607
SFA (Area),"Others, Probable NASH, NASH, Cirrhosis",0.621621622,0.611217949,0.59205298,0.177253954,0.189034299,0.07696615,0.621621622,0.611217949,0.608297517
Liver/Spleen Volume,NASH,0.592105263,0.540792541,0.610849057,0.078989802,0.067864641,-0.129638525,0.610849057,0.610849057,0.581248954
ALT,"None, NAFL",0.526071429,0.528888889,0.610759494,0.041729773,-0.026215266,-0.05955616,0.610759494,0.610759494,0.555239937
VFI,NASH,0.574561404,0.610722611,0.573113208,0.063944125,0.184204024,0.085506261,0.610722611,0.610722611,0.586132407
LSM_C,"Others, NAFL, Probable NASH, NASH",0.611930031,0.583575758,0.610497238,-0.149482178,0.142126982,0.088015659,0.611930031,0.610497238,0.602001009
TG,"NAFL, Probable NASH, NASH",0.774842767,0.603277675,0.61038961,0.163919602,0.175693005,0.09163293,0.774842767,0.61038961,0.662836684
Waist to Height,"Probable NASH, NASH",0.57038835,0.610283688,0.550505051,-0.046256759,0.189610179,0.04601752,0.610283688,0.610283688,0.577059029
Height,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.650365497,0.610280732,0.607605178,0.197691701,0.179101686,0.085049075,0.650365497,0.610280732,0.622750469
AST,"None, NAFL, Probable NASH",0.5,0.547222222,0.61,0,0.06695102,-0.04745605,0.61,0.61,0.552407407
Weight,"NAFL, Probable NASH, NASH",0.617610063,0.609771181,0.603571429,0.070054553,0.186501214,0.085863512,0.617610063,0.609771181,0.610317558
BMI_C,"NAFL, Probable NASH, NASH",0.509433962,0.609461967,0.532792208,-0.006005,0.198739214,0.029051351,0.609461967,0.609461967,0.550562712
Sex,"Probable NASH, NASH",0.541262136,0.609397163,0.542929293,-0.031712334,0.219967495,0.045745062,0.609397163,0.609397163,0.564529531
T.bil,"Others, Probable NASH, NASH, Cirrhosis",0.639821273,0.609375,0.521192053,-0.204453676,-0.186517819,-0.017777532,0.639821273,0.609375,0.590129442
T.chol,"Others, None, NAFL, Probable NASH, NASH",0.624606918,0.609162091,0.516097561,0.18946241,0.174431644,0.011744251,0.624606918,0.609162091,0.583288857
eGFR,Cirrhosis,0.714285714,0.609090909,0.52,-0.308818582,-0.146895955,0.018156826,0.714285714,0.609090909,0.614458874
당뇨병/당뇨병 전단계 유무,NAFL,0.607142857,0.52124183,0.609090909,0.068739088,-0.031856581,-0.098091512,0.609090909,0.609090909,0.579158532
T.chol,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.625761649,0.608804876,0.514130435,0.190190933,0.171626789,-0.010627217,0.625761649,0.608804876,0.582898987
SFI,"Others, NAFL, Probable NASH, NASH",0.576454403,0.608606061,0.577900552,0.098909785,0.178913966,0.060109489,0.608606061,0.608606061,0.587653672
BMI,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.674926901,0.608316566,0.526901294,0.229892264,0.175841925,0.021253826,0.674926901,0.608316566,0.603381587
TFI,"NAFL, Probable NASH",0.578431373,0.608187135,0.569306931,-0.026641813,0.164830723,-0.033130365,0.608187135,0.608187135,0.585308479
FIB-4,"Others, None, NAFL, Probable NASH",0.600113122,0.608048994,0.536184211,-0.164010564,-0.142325765,-0.014191717,0.608048994,0.608048994,0.581448776
Waist to Height,"None, NAFL",0.630714286,0.542222222,0.607594937,0.209182705,0.038307697,0.057844102,0.630714286,0.607594937,0.593510482
T.bil,"None, NAFL",0.513214286,0.52,0.607594937,-0.021227456,0.018214888,-0.058064491,0.607594937,0.607594937,0.546936407
SMI,NASH,0.548245614,0.607226107,0.577830189,0.04137561,0.178387055,0.091022794,0.607226107,0.607226107,0.577767303
HDL,"NASH, Cirrhosis",0.560897436,0.52427686,0.606410256,0.067110193,0.042149008,-0.117266232,0.606410256,0.606410256,0.563861517
LSM,"Others, Probable NASH, NASH, Cirrhosis",0.537271142,0.570192308,0.606291391,-0.054412113,-0.119506907,0.089022083,0.606291391,0.606291391,0.571251614
SFA (Area),"Others, NAFL, Probable NASH, NASH",0.59375,0.605818182,0.56519337,0.121285316,0.174321384,0.050304416,0.605818182,0.605818182,0.588253851
Waist,"NASH, Cirrhosis",0.51025641,0.597107438,0.605128205,-0.011276613,0.168205877,0.115585284,0.605128205,0.605128205,0.570830684
LSM_C,"Probable NASH, NASH, Cirrhosis",0.559677419,0.572017837,0.60483871,-0.056308709,-0.129233763,0.098920704,0.60483871,0.60483871,0.578844655
고혈압유무,Cirrhosis,0.69047619,0.604545455,0.57,-0.327968025,-0.168192658,0.07592566,0.69047619,0.604545455,0.621673882
LSM,NAFL,0.651785714,0.549019608,0.604545455,0.069576409,0.052525192,0.067164316,0.651785714,0.604545455,0.601783592
T.chol,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.65547619,0.604411189,0.521756979,0.198850801,0.170118146,-0.017303359,0.65547619,0.604411189,0.593881453
PT INR,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.657258065,0.60439832,0.548550725,-0.238018656,-0.164811197,-0.036544013,0.657258065,0.60439832,0.60340237
Liver/Spleen Volume,"Others, Probable NASH",0.511272142,0.604395604,,-0.018852795,0.163720117,,0.604395604,0.604395604,0.557833873
Glucose,"Others, NASH",0.600169779,0.604395604,0.565625,0.165809561,0.179707885,-0.065375328,0.604395604,0.604395604,0.590063461
LSM,"Others, Probable NASH, NASH",0.558565612,0.506081081,0.604166667,-0.0856815,-0.010491007,0.085625663,0.604166667,0.604166667,0.55627112
Spleen_Vl_Nor_WH,"NAFL, Probable NASH, NASH, Cirrhosis",0.526767677,0.604107981,0.520484171,-0.021602623,-0.174287817,0.017218636,0.604107981,0.604107981,0.550453276
ALT,"NAFL, Probable NASH",0.960784314,0.514132554,0.603960396,-0.15654945,0.021535903,-0.049704692,0.960784314,0.603960396,0.692959088
SBP,"NAFL, Probable NASH, NASH",0.536477987,0.566867656,0.603896104,0.021735604,0.113647108,0.086162225,0.603896104,0.603896104,0.569080582
FIB-4,"Others, NASH",0.623655914,0.603872318,0.5734375,-0.204629932,-0.178758277,-0.073138132,0.623655914,0.603872318,0.600321911
당뇨병/당뇨병 전단계 유무,"Others, NAFL",0.522321429,0.514957265,0.603658537,0.0521394,-0.019087371,-0.078306535,0.603658537,0.603658537,0.546979077
당뇨병/당뇨병 전단계 유무,"NAFL, Probable NASH, NASH",0.668553459,0.525664811,0.603571429,-0.125645047,0.054569154,-0.107454465,0.668553459,0.603571429,0.599263233
FIB-4,"Probable NASH, NASH",0.682038835,0.603546099,0.53030303,-0.11962955,-0.178026277,-0.027610512,0.682038835,0.603546099,0.605295988
Height,"Others, None, NAFL, Probable NASH, NASH",0.587825696,0.603416718,0.597317073,0.133594035,0.165321272,0.071029516,0.603416718,0.603416718,0.596186496
이상지질혈증 유무,"Probable NASH, NASH, Cirrhosis",0.720967742,0.558528428,0.603225806,-0.25566755,-0.128790543,-0.119435936,0.720967742,0.603225806,0.627573992
Sex,"Others, Probable NASH, NASH, Cirrhosis",0.556996513,0.602804487,0.561258278,0.098554519,0.207310319,0.060767282,0.602804487,0.602804487,0.573686426
Height,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.574551971,0.596285314,0.602536232,0.112789142,0.15193693,0.077145031,0.602536232,0.602536232,0.591124506
BMI_C,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.643932749,0.602424068,0.504652104,0.20175037,0.177344014,-0.003920128,0.643932749,0.602424068,0.58366964
LSM,"None, NAFL, Probable NASH",0.664313725,0.602407407,0.558,0.227044227,0.145606172,0.02509369,0.664313725,0.602407407,0.608240378
이상지질혈증 유무,"Others, Probable NASH, NASH, Cirrhosis",0.573670445,0.551282051,0.602317881,-0.136343248,-0.110684377,-0.10863472,0.602317881,0.602317881,0.575756792
Liver/Spleen Volume,"Others, Probable NASH, NASH, Cirrhosis",0.530296425,0.602083333,0.51192053,-0.044154627,0.173508303,0.009966832,0.602083333,0.602083333,0.548100096
LSM_C,"Others, Probable NASH, NASH, Cirrhosis",0.524411508,0.563461538,0.601986755,-0.036900038,-0.111872511,0.088440817,0.601986755,0.601986755,0.563286601
eGFR,"Others, None, NAFL, Probable NASH",0.661199095,0.535433071,0.601973684,-0.264084806,-0.046673632,0.03999484,0.661199095,0.601973684,0.599535283
BMI_C,"Others, NASH, Cirrhosis",0.657137907,0.601952625,0.503333333,0.270505931,0.182600343,0.003461155,0.657137907,0.601952625,0.587474622
Spleen_Vl_Nor_WH,Probable NASH,,0.601904762,,,-0.17587721,,0.601904762,0.601904762,0.601904762
Weight,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.604285714,0.601868153,0.572660099,0.1333836,0.165980166,0.057788572,0.604285714,0.601868153,0.592937989
VFA (Attenuation),"Probable NASH, NASH",0.686893204,0.60141844,0.531565657,-0.122819671,-0.174368203,-0.02876095,0.686893204,0.60141844,0.606625767
Spleen_Vl_Nor_WH,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.53234767,0.601268429,0.510869565,-0.048916353,-0.159727711,0.008174208,0.601268429,0.601268429,0.548161888
Smoking,"None, NAFL",0.501785714,0.516666667,0.601265823,-0.00414371,-0.02192645,-0.078941389,0.601265823,0.601265823,0.539906068
SFI,"NAFL, Probable NASH, NASH",0.563522013,0.600958565,0.565584416,0.037832293,0.171507464,0.054364558,0.600958565,0.600958565,0.576688331
T.chol,"None, NAFL, Probable NASH, NASH",0.641943179,0.600471932,0.504213483,0.177619009,0.166139918,0.003275885,0.641943179,0.600471932,0.582209532
Liver/Spleen Volume,"Others, NAFL, Probable NASH, NASH",0.549528302,0.600363636,0.558563536,-0.064075234,0.165335674,-0.045188694,0.600363636,0.600363636,0.569485158
LSM_C,"Others, Probable NASH, NASH",0.545725023,0.501351351,0.600198413,-0.068923783,-0.002402014,0.08486074,0.600198413,0.600198413,0.549091596
Spleen (HU),Cirrhosis,0.753968254,0.6,0.52,0.366007209,-0.134654625,-0.018156826,0.753968254,0.6,0.624656085
HDL,Cirrhosis,0.718253968,0.6,0.53,0.316133724,0.135337998,-0.027373458,0.718253968,0.6,0.616084656
T.bil,NAFL,0.660714286,0.527777778,0.6,0.073469914,0.029683783,-0.064070391,0.660714286,0.6,0.596164021
ALT,"None, NAFL, Probable NASH",0.508823529,0.515740741,0.6,0.012155476,0.022313443,-0.043134973,0.6,0.6,0.541521423
Spleen (HU),"Others, Cirrhosis",0.584415584,0.6,0.528846154,0.142580651,-0.100427901,-0.018874521,0.6,0.6,0.571087246
Smoking,NAFL,0.598214286,0.514705882,0.6,0.065346663,-0.022872126,-0.093250481,0.6,0.6,0.570973389
BMI_C,"Probable NASH, NASH",0.538834951,0.6,0.512626263,0.027335564,0.184154029,0.012322365,0.6,0.6,0.550487071
BMI,"NAFL, Probable NASH, NASH",0.537106918,0.599799011,0.564935065,-0.022100112,0.169538084,0.053826442,0.599799011,0.599799011,0.567280331
SFA (Attenuation),"None, NAFL, Probable NASH, NASH, Cirrhosis",0.714444444,0.599765258,0.514367816,-0.274247031,-0.162534894,-0.011425791,0.714444444,0.599765258,0.60952584
Spleen (HU),"Others, None, NAFL",0.580357143,0.599673203,0.561320755,0.139093123,0.079093284,0.028639202,0.599673203,0.599673203,0.580450367
T.chol,"Others, Probable NASH, NASH, Cirrhosis",0.636006975,0.599439103,0.506622517,0.198235579,0.169027828,-0.005537583,0.636006975,0.599439103,0.580689531
TG,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.583845029,0.599214334,0.535598706,0.110351201,0.161299847,0.028166322,0.599214334,0.599214334,0.572886023
BMI,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.636746032,0.598787167,0.518678161,0.174881275,0.160941949,0.014853577,0.636746032,0.598787167,0.58473712
SFA (Area),"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.626792115,0.598632732,0.566304348,0.191735884,0.155570536,0.049862679,0.626792115,0.598632732,0.597243065
SBP,"Others, Probable NASH",0.662238325,0.598443223,,0.271492215,0.154468622,,0.662238325,0.598443223,0.630340774
SFI,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.606871345,0.598352017,0.562297735,0.140452031,0.159665031,0.049219272,0.606871345,0.598352017,0.589173699
PT INR,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.694126984,0.59795579,0.541666667,-0.248492863,-0.159734333,-0.033165392,0.694126984,0.59795579,0.611249814
T.chol,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.613888889,0.597825046,0.528519417,0.149687517,0.15882325,-0.022534144,0.613888889,0.597825046,0.580077784
SBP,"Probable NASH, NASH, Cirrhosis",0.55766129,0.572463768,0.597580645,0.052512891,0.125508422,0.08886797,0.597580645,0.597580645,0.575901901
Waist to Height,"Others, NAFL",0.603954082,0.532051282,0.597560976,0.169768335,0.02859634,0.051527631,0.603954082,0.597560976,0.577855446
SMI,"NASH, Cirrhosis",0.547435897,0.564049587,0.597435897,-0.052154335,0.110944302,0.107127824,0.597435897,0.597435897,0.569640461
BMI_C,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.627142857,0.597368936,0.509236453,0.174003614,0.169756679,-0.007860314,0.627142857,0.597368936,0.577916082
TG,"NAFL, Probable NASH, NASH, Cirrhosis",0.663131313,0.597124413,0.530260708,0.131804022,0.16278221,0.025465661,0.663131313,0.597124413,0.596838811
Spleen_Vl_Nor_BSA,"NAFL, Probable NASH",0.607843137,0.596978558,0.504950495,0.036632492,-0.147753666,-0.002366455,0.607843137,0.596978558,0.569924063
T.bil,NASH,0.559210526,0.596736597,0.505896226,0.051083295,0.161900058,0.006936967,0.596736597,0.596736597,0.553947783
Sex,"Others, NAFL, Probable NASH, NASH",0.601415094,0.596727273,0.59558011,0.153532267,0.186465904,0.086303882,0.601415094,0.596727273,0.597907493
당뇨병/당뇨병 전단계 유무,"Others, Probable NASH, NASH",0.540400877,0.530743243,0.59672619,0.072732505,0.065264867,-0.097839143,0.59672619,0.59672619,0.55595677
LSM_C,"Others, Probable NASH",0.678743961,0.596611722,,-0.306550525,-0.155364227,,0.678743961,0.596611722,0.637677841
SFA (Attenuation),"None, NAFL, Probable NASH, NASH",0.698113208,0.596373572,0.506741573,-0.247884806,-0.159348785,-0.005240952,0.698113208,0.596373572,0.600409451
Waist,"Others, Cirrhosis",0.660894661,0.542857143,0.596153846,0.271756283,-0.043040529,0.062915069,0.660894661,0.596153846,0.59996855
Sex,"Others, Cirrhosis",0.554112554,0.546938776,0.596153846,0.113597644,0.058589457,0.078196624,0.596153846,0.596153846,0.565735059
SFA (Attenuation),"NASH, Cirrhosis",0.73974359,0.59607438,0.587179487,-0.263590831,-0.166416453,-0.095851211,0.73974359,0.59607438,0.640999152
SFA (Volume),"Others, Cirrhosis",0.564213564,0.595918367,0.5,0.108458786,-0.096328803,0,0.595918367,0.595918367,0.553377311
SFA (Area),"NAFL, Probable NASH, NASH",0.562264151,0.59554731,0.553246753,0.037083164,0.162314984,0.044137592,0.59554731,0.59554731,0.570352738
Sex,"Others, NASH",0.555178268,0.595499738,0.59375,0.112147948,0.201854073,0.114674341,0.595499738,0.595499738,0.581476002
Smoking,Probable NASH,,0.595238095,,,0.336717515,,0.595238095,0.595238095,0.595238095
Spleen_Vl_Nor_WH,"NASH, Cirrhosis",0.501282051,0.595041322,0.508974359,0.001409577,-0.164627029,-0.009867036,0.595041322,0.595041322,0.535099244
SFA (Area),"Probable NASH, NASH, Cirrhosis",0.618548387,0.594871795,0.574193548,0.107920749,0.16425432,0.067542238,0.618548387,0.594871795,0.595871243
Waist to Height,"NASH, Cirrhosis",0.537179487,0.594524793,0.552564103,-0.040877722,0.163732317,0.057792642,0.594524793,0.594524793,0.561422794
BMI_C,"Others, None, NAFL",0.631868132,0.58496732,0.594339623,0.249298493,0.073639655,0.048122278,0.631868132,0.594339623,0.603725025
DBP,"Probable NASH, NASH",0.868932039,0.562943262,0.594065657,0.242598398,0.108284614,0.085760367,0.868932039,0.594065657,0.675313653
FIB-4,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.675584795,0.59394462,0.550566343,-0.230756347,-0.152510047,-0.039950708,0.675584795,0.59394462,0.606698586
당뇨병/당뇨병 전단계 유무,"Others, NAFL, Probable NASH, NASH",0.523191824,0.537575758,0.593922652,0.038172107,0.078753959,-0.09220348,0.593922652,0.593922652,0.551563411
T.chol,"Others, NAFL, Probable NASH, NASH",0.597680818,0.593878788,0.501933702,0.12638219,0.154666938,-0.001492216,0.597680818,0.593878788,0.564497769
SFA (Area),"None, NAFL, Probable NASH, NASH, Cirrhosis",0.650952381,0.593798905,0.55952381,0.193048857,0.152814716,0.047335433,0.650952381,0.593798905,0.601425032
